Admission No,Student Name,Mobile No,Course,Subject,Admission Date,Father Name,Mother Name,Father Occupation,DOB,Gender,Category,Subcast,Permanent Address,Present Address,District,State,Domicile,Email,Aadhaar No,Subject 4,Subject 5,Subject 6,Last Exam,Last Exam Year,Last Subject,Last Roll No,Last Enroll No,Board,Total Marks,Obtain Marks,Division,Percentage,Remark
317/95129,ABHA THAMAN,8266092838,BBA (Bachelor of Business Administration),MANAGEMENT,20-02-2026,MAANAS BHATT,ISHITA LOKE,TEACHER,05-02-2007,Female,GEN,,"82/508, ATWAL MARG, KHARAGPUR-153656","H.NO. 66, RAJA GANJ, AGRA 453295",KOREA,C.G.,YES,vohraaashi@example.net,032822951446,,,,12TH,2020,ARTS,50216510,305670190,CBSE,500,233,SECOND,46.6,
165/82086,ROBERT THAKKAR,4032066137,M.Sc. (Mathematics - Previous),MATHEMATICS,18-03-2026,LUCKY PINGLE,RIYA BHATNAGAR,ACCOUNTANT,19-06-2000,Male,SC,,"H.NO. 99, MOHAN CHOWK, CHENNAI-982378","H.NO. 287, BAIL STREET, PALI-909269",KOREA,C.G.,YES,yastikamdar@example.net,931350863651,,,,GRADUATION,2020,SCIENCE,80091230,898840241,HEMCHAND YADAV UNIVERSITY,500,227,SECOND,45.4,
971/26001,ADVAY KAKAR,9977951687,M.Sc. (Chemistry - Final),CHEMISTRY,12-03-2026,VINCENT VASA,ABHA BORDE,CLERK,28-04-2001,Male,ST,,"H.NO. 40, BATH MARG, GUDIVADA-303778","596, KULKARNI ROAD, VARANASI 559381",KORBA,C.G.,NO,wakeeta04@example.com,641380683265,,,,GRADUATION,2022,SCIENCE,91742308,198757362,CBSE,500,484,FIRST,96.8,
602/67701,AACHAL BALAY,5206115953,BBA (Bachelor of Business Administration),MANAGEMENT,11-03-2026,SIDDHARTH MANE,ZARNA CHAUDRY,ACCOUNTANT,13-07-2000,Female,SC,,"82/793, MISRA ROAD, RAMPUR-853415","67/336, GOPAL MARG, AGRA-750007",RAIGARH,C.G.,YES,misraraksha@example.org,454682450042,,,,12TH,2022,ARTS,24584710,639284211,HEMCHAND YADAV UNIVERSITY,500,300,FIRST,60.0,
554/80031,JANAKI SALVI,2890400838,M.Sc. (Physics - Final),PHYSICS,12-01-2026,FINN CHAND,VEDIKA BALAKRISHNAN,CLERK,14-10-2007,Female,ST,,"H.NO. 50, CHAUDHRY MARG, MEDININAGAR 447143","H.NO. 70, DIVAN NAGAR, KHARAGPUR-875075",BALOD,C.G.,NO,nayaknimrat@example.net,182050347267,,,,GRADUATION,2020,SCIENCE,66549737,415625967,STATE BOARD,500,401,FIRST,80.2,
675/88726,NIDRA MISTRY,7593209414,B.Sc. (Biology),BIOLOGY,08-03-2026,VIVAAN ZACHARIAH,RIA KHURANA,CONSULTANT,08-08-2002,Female,OBC,,"34/556, RAVAL ZILA, NANGLOI JAT 077698","26/951, WALIA GANJ, WARANGAL 801377",KANKER,C.G.,NO,iyengarpraneel@example.com,443272406572,,,,12TH,2020,SCIENCE,66627707,821350699,CBSE,500,434,FIRST,86.8,
226/90171,CHARVI PRAKASH,3394399530,M.Sc. (Computer Science - Previous),COMPUTER,31-01-2026,NACHIKET PRABHU,YASHODHARA MANI,CONSULTANT,16-01-2006,Female,OBC,,"H.NO. 32, BHARDWAJ, PATIALA 685627","H.NO. 16, MORE ZILA, CHANDRAPUR-017660",JANJGIR-CHAMPA,C.G.,YES,gangachaudhry@example.net,205195082470,,,,GRADUATION,2022,SCIENCE,78317255,783308471,CBSE,500,225,SECOND,45.0,
192/73628,ZANSI SANGHA,5916608306,B.A.,ARTS,12-01-2026,BALENDRA NADIG,SIYA BAKSHI,SHOPKEEPER,27-07-2001,Female,OBC,,"12/890, BAHL NAGAR, KORBA-809895","282, SHUKLA, BHIMAVARAM-002317",GARIABAND,C.G.,YES,ochanda@example.com,772509006159,,,,12TH,2022,ARTS,43501681,828082652,STATE BOARD,500,267,SECOND,53.4,
382/30717,RIYA BORAH,4015481367,M.A. (Previous),ARTS,07-03-2026,CHARLES SAHNI,NIMRAT IYER,LAWYER,08-04-2005,Female,OBC,,"330, DUGAL GANJ, MADURAI-720087","289, VARUGHESE PATH, TENALI 398464",KANKER,C.G.,YES,gulatiayushman@example.org,539019961803,,,,GRADUATION,2025,ARTS,67142264,067102009,CBSE,500,445,FIRST,89.0,
283/20638,RONITH PATLA,6633029335,B.A.,ARTS,10-03-2026,GIRIK PAU,SAANVI PALLA,LABOUR,14-03-2005,Male,GEN,,"62/669, BALAKRISHNAN PATH, KAKINADA-758813","89/747, BORAH ZILA, TEZPUR-066049",RAJNANDGAON,C.G.,NO,ganeshamaira@example.net,088952769192,,,,12TH,2022,ARTS,75127410,211684945,HEMCHAND YADAV UNIVERSITY,500,217,THIRD,43.4,
945/40169,WIDISHA BAVA,9669690147,M.Sc. (Computer Science - Final),COMPUTER,13-03-2026,NACHIKET KHARE,RAKSHA CHATTERJEE,TEACHER,28-05-2001,Female,SC,,"15/38, BHARGAVA ZILA, KATIHAR-321186","77/38, KAR GANJ, COIMBATORE-944530",NARAYANPUR,C.G.,YES,yochana26@example.net,889970024331,,,,GRADUATION,2023,SCIENCE,43719068,413180363,HEMCHAND YADAV UNIVERSITY,500,289,SECOND,57.8,
338/15947,MAANAV WALLA,8367191169,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,13-02-2026,RANBIR BALAN,YAHVI KURUVILLA,POLICE,09-04-2000,Male,OBC,,"H.NO. 37, OAK GANJ, RAMPUR 910931","38, MANNAN, BIKANER-381514",SURGUJA,C.G.,YES,pahalgill@example.org,841788371343,,,,GRADUATION,2022,ARTS,93955961,156924497,HEMCHAND YADAV UNIVERSITY,500,217,THIRD,43.4,
697/34602,FALGUNI PAREKH,1256030176,M.Sc. (Zoology - Final),ZOOLOGY,19-02-2026,KAI OAK,SUDIKSHA VYAS,DRIVER,20-02-2006,Female,SC,,"59, BALA MARG, VISAKHAPATNAM 685362","H.NO. 446, PATHAK CHOWK, TUMKUR 268190",GARIABAND,C.G.,NO,ryogi@example.net,518821626551,,,,GRADUATION,2025,SCIENCE,11626852,500113091,HEMCHAND YADAV UNIVERSITY,500,234,SECOND,46.8,
539/18669,AMRITA KARPE,5656994915,M.Sc. (Computer Science - Final),COMPUTER,31-01-2026,GUNEET CHOPRA,WIDISHA DAVE,NURSE,23-07-2000,Female,OBC,,"40/373, BUMB, GANGTOK 800270","64, BAVA STREET, THRISSUR 648334",RAIPUR,C.G.,NO,deshmukhnihal@example.org,447261852444,,,,GRADUATION,2025,SCIENCE,30936775,374757925,CBSE,500,365,FIRST,73.0,
757/29916,MEGHA CHAUDHURI,0228964524,M.Sc. (Zoology - Final),ZOOLOGY,23-01-2026,SAKSHAM BATH,YASTI WASON,ELECTRICIAN,27-05-2001,Female,OBC,,"43/813, KARA ZILA, CHINSURAH-825366","H.NO. 444, TANEJA CHOWK, DEOGHAR 191857",JANJGIR-CHAMPA,C.G.,YES,rakshabassi@example.net,725045459772,,,,GRADUATION,2025,SCIENCE,58813912,570394661,STATE BOARD,500,276,SECOND,55.2,
751/93125,LOGAN PRABHU,6300290352,B.A.,ARTS,10-03-2026,UTKARSH WASON,JANAKI KOTA,GOVT EMPLOYEE,29-11-2005,Male,GEN,,"90/931, UPPAL CIRCLE, PIMPRI-CHINCHWAD 704140","H.NO. 363, KALA NAGAR, RAJAHMUNDRY-592780",BILASPUR,C.G.,YES,mitali36@example.net,634646908096,,,,12TH,2023,ARTS,41640422,586226663,STATE BOARD,500,303,FIRST,60.6,
718/55443,EIRAVATI MITTER,0513716012,M.Sc. (Computer Science - Final),COMPUTER,22-02-2026,DAVID CHOUDHURY,LILA SEN,POLICE,29-11-2001,Female,OBC,,"348, BAJWA CHOWK, CUTTACK-313911","H.NO. 57, MISHRA PATH, GANDHINAGAR 535345",JANJGIR-CHAMPA,C.G.,NO,psuri@example.com,905018514992,,,,GRADUATION,2024,SCIENCE,53379176,580889448,HEMCHAND YADAV UNIVERSITY,500,403,FIRST,80.6,
671/45764,NICHOLAS KADAKIA,8230075553,B.Sc. Computer Science,COMPUTER,02-03-2026,HRITIK TANK,AASHI SUBRAMANIAM,DOCTOR,16-08-2006,Male,SC,,"431, DAR MARG, SAHARSA 127960","H.NO. 791, UPADHYAY CIRCLE, PANIPAT 555254",KORBA,C.G.,YES,inayak@example.com,905099338821,,,,12TH,2021,SCIENCE,29758371,170167250,HEMCHAND YADAV UNIVERSITY,500,331,FIRST,66.2,
926/19635,KRISH SACHDEV,8534104780,BBA (Bachelor of Business Administration),MANAGEMENT,27-01-2026,DAVID LANKA,CHAMELI KASHYAP,CONSULTANT,01-04-2000,Male,SC,,"93, SACHDEVA, SATNA 293153","H.NO. 503, SIBAL MARG, CHENNAI 042015",MAHASAMUND,C.G.,NO,imodi@example.net,874734542471,,,,12TH,2021,ARTS,42465226,763224847,STATE BOARD,500,303,FIRST,60.6,
921/41226,ISAIAH MASTER,7964552050,M.Sc. (Botany - Previous),BOTANY,15-02-2026,BALVEER NAZARETH,DAYAMAI VENKATARAMAN,GOVT EMPLOYEE,07-11-2005,Male,ST,,"79, SESHADRI STREET, PUNE 299147","H.NO. 846, MANI CIRCLE, NARASARAOPET 485909",JANJGIR-CHAMPA,C.G.,NO,magarvyanjana@example.com,403623994926,,,,GRADUATION,2023,SCIENCE,24491001,780641755,HEMCHAND YADAV UNIVERSITY,500,321,FIRST,64.2,
334/54473,JAGAT SAHNI,0651395602,M.Sc. (Chemistry - Previous),CHEMISTRY,18-03-2026,GAURAV BALA,SANYA MUNI,SELF EMPLOYED,20-07-2006,Male,GEN,,"12/814, KEER ROAD, AHMEDABAD-275204","H.NO. 17, NAIK PATH, AHMEDNAGAR-867853",MAHASAMUND,C.G.,NO,rajata77@example.com,050147112621,,,,GRADUATION,2020,SCIENCE,81309251,638977241,HEMCHAND YADAV UNIVERSITY,500,452,FIRST,90.4,
281/99794,ZAID VARKEY,8221397704,M.Sc. (Physics - Final),PHYSICS,15-03-2026,DALBIR BAHL,SHRAVYA MALL,CARPENTER,28-05-2000,Male,ST,,"69, BADAL GANJ, SULTAN PUR MAJRA-555349","575, GARG MARG, SECUNDERABAD 275979",DURG,C.G.,YES,tristangandhi@example.net,089093144167,,,,GRADUATION,2023,SCIENCE,83615628,214666969,HEMCHAND YADAV UNIVERSITY,500,460,FIRST,92.0,
861/76699,ISAAC SACHAR,6329864400,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,02-03-2026,QADIM LAD,ANYA DYAL,ACCOUNTANT,25-05-2000,Male,OBC,,"61, GANDHI CIRCLE, MATHURA-252914","69, MANDA PATH, RAIGANJ 400640",NARAYANPUR,C.G.,YES,ekavirparmar@example.net,586429862094,,,,12TH,2025,ARTS,27901838,444569941,STATE BOARD,500,466,FIRST,93.2,
998/90062,HEMAL SARRAF,5378818133,M.Com. (Previous),COMMERCE,19-02-2026,GAGAN KARPE,AISHANI BARMAN,MECHANIC,21-06-2004,Female,OBC,,"67/362, MADAN STREET, TIRUPPUR 194172","52/63, SIDHU MARG, MOTIHARI-350568",MAHASAMUND,C.G.,NO,hanszayyan@example.com,862748177223,,,,GRADUATION,2024,COMMERCE,42887782,582991116,CBSE,500,352,FIRST,70.4,
238/40884,RIYA CHAUDHRY,7231007132,M.Sc. (Physics - Final),PHYSICS,17-03-2026,FARHAN SRINIVASAN,JANUJA SRIVASTAVA,FREELANCER,20-04-2007,Female,OBC,,"75/32, CHEEMA PATH, AMBARNATH 635362","57/050, DARA PATH, BARDHAMAN-867496",RAJNANDGAON,C.G.,YES,udantsabharwal@example.com,176201861500,,,,GRADUATION,2025,SCIENCE,14638890,476023960,STATE BOARD,500,443,FIRST,88.6,
385/43522,RACHITA SARIN,7789639403,M.Sc. (Physics - Final),PHYSICS,02-01-2026,LUCKY SOMAN,GAURI IYENGAR,PRIVATE JOB,07-01-2009,Female,SC,,"30/239, NARAYANAN STREET, PHUSRO 489259","H.NO. 65, DEEP ZILA, MAHESHTALA 217898",NARAYANPUR,C.G.,YES,udhar@example.com,787140905362,,,,GRADUATION,2024,SCIENCE,39334074,907651275,STATE BOARD,500,346,FIRST,69.2,
229/37357,RUSHIL SUR,5318511952,B.Sc. IT (Information Technology),COMPUTER,05-03-2026,BAKHSHI BABU,EDHITHA UPADHYAY,ARMY PERSONNEL,01-08-2008,Male,OBC,,"46/84, KALA STREET, ONGOLE 684281","976, BHATTI CIRCLE, THRISSUR 116886",KANKER,C.G.,YES,pkalita@example.org,929944182745,,,,12TH,2025,SCIENCE,45738281,727428497,HEMCHAND YADAV UNIVERSITY,500,309,FIRST,61.8,
535/33862,UPASNA TAILOR,4843054618,M.Sc. (Zoology - Final),ZOOLOGY,12-03-2026,FALAN NAIR,VARSHA ANNE,GOVT EMPLOYEE,17-08-2005,Female,ST,,"90/19, CHAKRABORTY ROAD, SECUNDERABAD-451843","61/01, SAHOTA MARG, BULANDSHAHR 274931",NARAYANPUR,C.G.,NO,balanneel@example.com,310754984230,,,,GRADUATION,2020,SCIENCE,52125941,162905023,STATE BOARD,500,274,SECOND,54.8,
769/16923,ZAYAN SOM,5095458738,BBA (Bachelor of Business Administration),MANAGEMENT,07-03-2026,EKAPAD BASSI,ADYA BASSI,STUDENT,03-08-2004,Male,GEN,,"788, KANT CHOWK, SILIGURI-826864","H.NO. 50, NARAYAN, GURGAON 689077",RAJNANDGAON,C.G.,NO,aashisalvi@example.org,899065018198,,,,12TH,2021,ARTS,20108986,294297940,HEMCHAND YADAV UNIVERSITY,500,272,SECOND,54.4,
518/44446,LAJITA ISSAC,1055382492,B.Sc. (Biology),BIOLOGY,18-03-2026,LOHIT SRIVASTAVA,BINA REGE,DRIVER,18-06-2000,Female,OBC,,"54, KUNDA PATH, MORBI-466782","H.NO. 55, PATIL, MORENA-092874",BALRAMPUR,C.G.,NO,qarinprakash@example.com,205455539365,,,,12TH,2023,SCIENCE,58991534,360932319,CBSE,500,200,THIRD,40.0,
778/65093,NIRJA VYAS,7110875741,M.A. (Previous),ARTS,03-03-2026,KEVIN GOLE,SIYA BATRA,ENGINEER,07-09-2001,Female,GEN,,"H.NO. 462, ATWAL CIRCLE, DEOGHAR-237372","H.NO. 20, CHANA MARG, KARAIKUDI-388259",NARAYANPUR,C.G.,NO,wchacko@example.com,924316194961,,,,GRADUATION,2025,ARTS,15025869,706805869,CBSE,500,379,FIRST,75.8,
910/23225,AARUSH ISSAC,3591247752,M.Sc. (Biotechnology - Previous),-,24-02-2026,MADHAV BHASIN,DHRITI MAGAR,GOVT EMPLOYEE,29-10-2002,Male,ST,,"H.NO. 33, ATWAL, JHANSI 528987","73, SUNDARAM STREET, MEHSANA-241297",BEMETARA,C.G.,NO,mugdha95@example.net,469876261660,,,,GRADUATION,2023,SCIENCE,06666530,555396663,HEMCHAND YADAV UNIVERSITY,500,432,FIRST,86.4,
195/46041,GAGAN SHUKLA,3865673071,M.Sc. (Mathematics - Previous),MATHEMATICS,10-01-2026,REHAAN TANK,FORUM DIN,RETIRED,13-11-2000,Male,GEN,,"03, BALA ZILA, MYSORE 547501","07/771, JAGGI ZILA, DEHRADUN 259356",KANKER,C.G.,YES,pillayyashvi@example.net,555341393411,,,,GRADUATION,2022,SCIENCE,67090138,133313097,CBSE,500,275,SECOND,55.0,
286/53683,CHATURA DE,8608828492,M.Sc. (Chemistry - Previous),CHEMISTRY,15-01-2026,SHAURYA SHANKER,INDIRA SARNA,PRIVATE JOB,16-10-2005,Male,OBC,,"711, SWAMY GANJ, KAVALI-035100","H.NO. 221, SHARAF GANJ, BHUBANESWAR-721323",KORBA,C.G.,NO,mkala@example.com,759676432258,,,,GRADUATION,2023,SCIENCE,38611866,212971774,HEMCHAND YADAV UNIVERSITY,500,320,FIRST,64.0,
376/59020,JANANI MODI,6382900470,M.Sc. (Botany - Final),BOTANY,29-01-2026,YAGNESH SAMRA,EDHITHA MAHARAJ,ACCOUNTANT,19-05-2002,Female,ST,,"98/00, SRIDHAR NAGAR, AKOLA 769021","12, NARAYAN, BARANAGAR-456172",KOREA,C.G.,NO,mahikamani@example.org,518162327329,,,,GRADUATION,2020,SCIENCE,77235542,666926144,HEMCHAND YADAV UNIVERSITY,500,477,FIRST,95.4,
175/85011,CHAMAN KOTHARI,0248110479,M.A. (Previous),ARTS,18-03-2026,HARSHIL CHAHAL,TURVI PARMER,GOVT EMPLOYEE,05-02-2007,Female,OBC,,"642, NAGI NAGAR, KISHANGANJ 720762","H.NO. 09, SOM CIRCLE, RANCHI-999714",BALOD,C.G.,NO,niyengar@example.net,795560384848,,,,GRADUATION,2022,ARTS,00597187,038990446,STATE BOARD,500,336,FIRST,67.2,
563/20993,GAUTAMI NATARAJAN,8846872101,B.A.,ARTS,05-01-2026,ONKAR RANDHAWA,LEELA CHATTERJEE,ARMY PERSONNEL,13-08-2008,Female,GEN,,"51/300, SHARMA CHOWK, KOTA-906038","H.NO. 79, BHATTACHARYYA CHOWK, BONGAIGAON-258259",JANJGIR-CHAMPA,C.G.,NO,wakeetaprabhakar@example.com,605048273547,,,,12TH,2024,ARTS,35616416,891214178,HEMCHAND YADAV UNIVERSITY,500,384,FIRST,76.8,
914/43046,NIHAL RAY,3023842940,M.Sc. (Physics - Previous),PHYSICS,26-01-2026,LOGAN CHANA,CHAAYA MAHARAJ,RETIRED,04-03-2001,Male,ST,,"H.NO. 78, JHAVERI STREET, MORADABAD 633033","28/140, PARIKH PATH, VELLORE 828259",DURG,C.G.,YES,dbarman@example.net,650999140048,,,,GRADUATION,2020,SCIENCE,77963171,320325608,HEMCHAND YADAV UNIVERSITY,500,436,FIRST,87.2,
618/97862,YASHASVI PATHAK,9066590052,M.Sc. (Physics - Final),PHYSICS,25-01-2026,JACOB SHETH,LEKHA SHARAF,ARTIST,11-07-2008,Female,SC,,"H.NO. 66, TELLA CHOWK, HINDUPUR-339762","95/14, SHANKER GANJ, COIMBATORE-415938",GARIABAND,C.G.,NO,psarna@example.com,786625547288,,,,GRADUATION,2022,SCIENCE,47957587,520596871,STATE BOARD,500,261,SECOND,52.2,
521/70836,RUSHIL BHAKTA,6656502183,B.Sc. Computer Science,COMPUTER,03-01-2026,PRANEEL MADAN,ZINAL GALA,STUDENT,29-06-2001,Male,GEN,,"03, CHAUDHRY, BHUBANESWAR 184154","628, PATEL GANJ, KOZHIKODE-211704",KORBA,C.G.,YES,mahajangaurav@example.com,068961313262,,,,12TH,2021,SCIENCE,98181853,920706487,CBSE,500,352,FIRST,70.4,
476/46006,HARSH MANDAL,0101963393,B.Sc. Biotechnology,-,22-02-2026,ZASHIL PRASAD,KASHISH SRIDHAR,TEACHER,24-09-2007,Male,ST,,"87/16, DANI ROAD, DHANBAD-330180","92/307, TRIPATHI, COIMBATORE 057501",BALOD,C.G.,NO,vaidyaveer@example.com,502549869344,,,,12TH,2023,SCIENCE,63434581,844889326,STATE BOARD,500,415,FIRST,83.0,
260/88262,ROHAN SAMPATH,7342151193,B.Sc. (Mathematics),MATHEMATICS,16-02-2026,PRANIT LANKA,AASHI MISTRY,LABOUR,23-04-2002,Male,GEN,,"82, WALIA CHOWK, DHANBAD-355894","05/831, RAVEL ZILA, LONI 110357",NARAYANPUR,C.G.,YES,shankerneha@example.org,560843980876,,,,12TH,2022,SCIENCE,95772842,363519512,HEMCHAND YADAV UNIVERSITY,500,318,FIRST,63.6,
161/31943,JATIN BATH,1737942552,BBA (Bachelor of Business Administration),MANAGEMENT,12-02-2026,WRIDESH SAMRA,ONI ANDRA,DRIVER,30-05-2003,Male,SC,,"H.NO. 226, HALDER ROAD, LUDHIANA-187756","23, SHAH CIRCLE, CHAPRA-553386",GARIABAND,C.G.,YES,christopher24@example.org,086706279152,,,,12TH,2025,ARTS,14221379,142728363,STATE BOARD,500,332,FIRST,66.4,
519/56936,EDHITHA YOHANNAN,2102111634,B.Sc. (Mathematics),MATHEMATICS,17-01-2026,ANSH BAIL,VARENYA DESHPANDE,CONSULTANT,29-01-2004,Female,GEN,,"43, MANNE PATH, PALI 657788","734, KALITA CHOWK, SIRSA 235348",GARIABAND,C.G.,NO,lallpooja@example.org,084378844043,,,,12TH,2024,SCIENCE,50242030,079718264,CBSE,500,472,FIRST,94.4,
203/13741,YASTI LUTHRA,0968549786,M.Sc. (Computer Science - Previous),COMPUTER,26-02-2026,YATIN SUNDARAM,WAIDA YOGI,SHOPKEEPER,02-08-2000,Female,GEN,,"H.NO. 132, SIBAL CIRCLE, RAICHUR 206999","H.NO. 069, LANKA NAGAR, JALANDHAR-377108",RAIGARH,C.G.,NO,rajbalvan@example.net,764096721660,,,,GRADUATION,2024,SCIENCE,76899668,027641392,STATE BOARD,500,264,SECOND,52.8,
778/29216,ROHAN DAR,4456831150,B.Sc. IT (Information Technology),COMPUTER,07-02-2026,BALVEER PALAN,YASHODHARA COMAR,BUSINESS,30-07-2007,Male,ST,,"27, SAMA ROAD, SRI GANGANAGAR-923666","H.NO. 97, HARI ROAD, BELGAUM 366986",JASHPUR,C.G.,NO,chamelisarraf@example.org,383283402440,,,,12TH,2021,SCIENCE,16270797,873602056,STATE BOARD,500,234,SECOND,46.8,
773/27636,MICHAEL BHATTACHARYYA,4822376129,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,28-02-2026,CHARLES NADIG,VINAYA IYER,CARPENTER,19-11-2003,Male,SC,,"13, CHAKRABARTI PATH, CHANDIGARH 184614","72, SANI GANJ, AMBALA 395489",MAHASAMUND,C.G.,NO,zarna38@example.com,554443485832,,,,GRADUATION,2020,ARTS,69656025,721712246,HEMCHAND YADAV UNIVERSITY,500,335,FIRST,67.0,
917/54493,ISHAAN NARANG,1719399425,B.Sc. IT (Information Technology),COMPUTER,14-02-2026,FIYAZ PANDIT,EKAJA MUNSHI,FARMER,05-02-2006,Male,SC,,"33/501, OAK ZILA, NORTH DUMDUM 670187","69/49, MANI CHOWK, SURAT 426367",DURG,C.G.,NO,santjanya@example.net,166102895907,,,,12TH,2024,SCIENCE,56712873,640704454,CBSE,500,267,SECOND,53.4,
361/50267,PATRICK GABA,6703116803,M.Sc. (Biotechnology - Final),-,13-01-2026,ISHAAN PANCHAL,CHAMAN BHASIN,DRIVER,04-06-2002,Male,OBC,,"48, SUNDARAM ROAD, BALLIA 913906","52/430, RAU, BAREILLY 749732",RAIGARH,C.G.,YES,raaginiraja@example.net,135464859054,,,,GRADUATION,2025,SCIENCE,00177275,076830582,HEMCHAND YADAV UNIVERSITY,500,481,FIRST,96.2,
307/34973,PRANIT BARMAN,2339024538,B.Sc. IT (Information Technology),COMPUTER,15-02-2026,MAX BALASUBRAMANIAN,KEYA ARYA,ELECTRICIAN,24-11-2007,Male,ST,,"962, BAVA CIRCLE, ALWAR 303029","H.NO. 65, SAVANT PATH, SULTAN PUR MAJRA-187798",BALODA BAZAR,C.G.,YES,wkrishnan@example.com,452140882929,,,,12TH,2024,SCIENCE,61262832,117913523,CBSE,500,405,FIRST,81.0,
582/39275,EKAPAD SANDAL,3355270459,M.Sc. (Computer Science - Final),COMPUTER,07-01-2026,WRIDDHISH ISSAC,SANAYA MAGAR,CARPENTER,11-07-2004,Male,SC,,"89, ZACHARIAH MARG, KULTI-283123","84/33, TAK ZILA, GANDHIDHAM-035534",BASTAR,C.G.,NO,anitaarora@example.net,942030442742,,,,GRADUATION,2023,SCIENCE,18938683,500482192,CBSE,500,319,FIRST,63.8,
252/21013,BIMALA HALDER,9346762813,B.Sc. Computer Science,COMPUTER,26-02-2026,WILLIAM WALI,SNEHA SETHI,ARMY PERSONNEL,02-03-2007,Female,GEN,,"H.NO. 89, BARMAN ROAD, BILASPUR 166362","H.NO. 27, BUCH MARG, JODHPUR-496699",RAIGARH,C.G.,NO,fitanbaria@example.org,989369879245,,,,12TH,2020,SCIENCE,62482860,665959644,CBSE,500,395,FIRST,79.0,
933/39536,NEHA DIXIT,9982330148,M.Sc. (Computer Science - Previous),COMPUTER,10-02-2026,AARNAV BRAHMBHATT,BHAVANI PAI,ACCOUNTANT,31-05-2004,Female,ST,,"54/853, SINGH GANJ, ROHTAK 066685","52/28, NARANG STREET, AVADI 224103",BEMETARA,C.G.,YES,ekapadbiswas@example.com,209657059461,,,,GRADUATION,2025,SCIENCE,28286408,866133740,CBSE,500,378,FIRST,75.6,
967/41766,ANJALI TALWAR,5627134854,M.Sc. (Physics - Final),PHYSICS,14-03-2026,BALENDRA GOLLA,VAMAKSHI VYAS,STUDENT,16-10-2007,Female,SC,,"091, CHEEMA NAGAR, PURNIA-282129","H.NO. 930, KADAKIA, BAREILLY-409371",KANKER,C.G.,YES,vasatika13@example.net,010127969794,,,,GRADUATION,2021,SCIENCE,13609953,981628853,CBSE,500,370,FIRST,74.0,
975/91276,GANGA KOTA,2995476183,M.Sc. (Mathematics - Previous),MATHEMATICS,08-01-2026,OM MORE,WISHI KARPE,CARPENTER,26-02-2003,Female,ST,,"897, CHAHAL CHOWK, PANIPAT 809889","958, SANE NAGAR, SATARA 748780",GARIABAND,C.G.,YES,zansimagar@example.net,522920615170,,,,GRADUATION,2022,SCIENCE,72988729,728122421,STATE BOARD,500,335,FIRST,67.0,
955/60533,FALAK VAIDYA,0829551403,M.Com. (Final),COMMERCE,31-01-2026,ADVIK KAPUR,IJAYA MOHANTY,ACCOUNTANT,30-03-2004,Female,OBC,,"18/750, PAI ZILA, UJJAIN-448189","02/96, DESHMUKH PATH, NIZAMABAD 582625",BIJAPUR,C.G.,YES,krishna64@example.net,063490395002,,,,GRADUATION,2021,COMMERCE,18001166,977000045,CBSE,500,349,FIRST,69.8,
278/80078,LILA DATTA,9704827050,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,11-02-2026,LIAM RATTAN,VEDA SEKHON,FREELANCER,04-04-2003,Female,ST,,"65, PURI STREET, BAHRAICH-436866","27/850, ANNE STREET, PRODDATUR-892657",BALOD,C.G.,NO,fgaba@example.net,211034337129,,,,12TH,2022,ARTS,44725517,771927680,STATE BOARD,500,426,FIRST,85.2,
216/15512,CHANCHAL KUNDA,6254124236,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,11-01-2026,QUINCY KANT,RADHIKA ANAND,RETIRED,14-02-2002,Female,GEN,,"90/69, BHAKTA PATH, NADIAD 710968","65, KANNAN CIRCLE, VELLORE-195397",RAJNANDGAON,C.G.,NO,advikgokhale@example.com,680090707418,,,,12TH,2020,ARTS,22527319,481172070,STATE BOARD,500,238,SECOND,47.6,
617/49201,HARSH PURI,4994111800,M.Sc. (Mathematics - Final),MATHEMATICS,23-01-2026,NEEL BATH,BHAVYA KADE,CARPENTER,05-09-2002,Male,GEN,,"826, GALA GANJ, AGRA 048340","H.NO. 45, DEWAN ROAD, MORENA 259556",MAHASAMUND,C.G.,YES,dalbirgrover@example.org,833495447892,,,,GRADUATION,2023,SCIENCE,75496001,875054543,STATE BOARD,500,352,FIRST,70.4,
384/27438,WAHAB APTE,7733596922,M.A. (Previous),ARTS,11-02-2026,CHANDRESH AGATE,EKIYA SHETH,DRIVER,04-11-2004,Male,SC,,"H.NO. 734, DE GANJ, ARRAH-887867","H.NO. 94, SUR ROAD, VADODARA-783594",NARAYANPUR,C.G.,YES,giriksengupta@example.net,944783835468,,,,GRADUATION,2023,ARTS,79461274,820328793,HEMCHAND YADAV UNIVERSITY,500,314,FIRST,62.8,
315/11521,OVIYA MITTER,4765068935,M.Sc. (Chemistry - Previous),CHEMISTRY,17-03-2026,GAURAV PATEL,YASTI KARI,TEACHER,30-03-2006,Female,ST,,"98/499, SARAF ZILA, AMARAVATI-875196","86/37, MALL GANJ, ANANTAPURAM 849810",BALODA BAZAR,C.G.,YES,darikajani@example.net,088431972915,,,,GRADUATION,2020,SCIENCE,21122915,746832091,CBSE,500,296,SECOND,59.2,
